NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-08-09;Home;10 a 19;No;191;439;976;3;0;7;0;0;70;121;70;118;366;854;8859;1121
CATALUNYA;GLOBAL;2021-08-09;Home;10 a 19;Si;2;6;5;0;0;0;0;0;2;0;2;0;5;4;0;0
CATALUNYA;GLOBAL;2021-08-09;Home;20 a 29;No;197;665;958;4;1;37;8;0;55;142;54;142;512;820;2905;2902
CATALUNYA;GLOBAL;2021-08-09;Home;20 a 29;Si;0;11;7;0;0;1;0;0;0;0;0;0;8;7;0;1
CATALUNYA;GLOBAL;2021-08-09;Home;30 a 39;No;238;808;775;6;2;75;22;0;84;154;85;163;633;689;2192;1115
CATALUNYA;GLOBAL;2021-08-09;Home;30 a 39;Si;0;22;8;0;0;0;0;0;0;0;0;0;13;5;1;0
CATALUNYA;GLOBAL;2021-08-09;Home;40 a 49;No;210;922;733;9;4;144;54;0;83;127;93;132;736;660;923;167
CATALUNYA;GLOBAL;2021-08-09;Home;40 a 49;Si;0;58;16;1;0;1;0;0;0;0;0;0;34;9;0;0
CATALUNYA;GLOBAL;2021-08-09;Home;50 a 59;No;114;766;580;10;9;148;65;1;37;77;34;71;606;512;413;62
CATALUNYA;GLOBAL;2021-08-09;Home;50 a 59;Si;1;75;17;0;0;3;0;0;1;0;2;0;48;11;0;1
CATALUNYA;GLOBAL;2021-08-09;Home;60 a 69;No;91;671;464;18;15;250;107;2;29;62;35;62;555;414;171;182
CATALUNYA;GLOBAL;2021-08-09;Home;60 a 69;Si;2;97;14;1;0;5;2;0;1;1;0;1;60;7;0;0
CATALUNYA;GLOBAL;2021-08-09;Home;70 a 79;No;68;530;290;22;8;180;49;4;24;44;33;45;457;268;21;14
CATALUNYA;GLOBAL;2021-08-09;Home;70 a 79;Si;6;206;30;2;0;17;1;1;0;6;1;6;133;26;1;0
CATALUNYA;GLOBAL;2021-08-09;Home;80 o més;No;34;457;185;18;2;166;7;11;12;22;13;21;392;173;4;2
CATALUNYA;GLOBAL;2021-08-09;Home;80 o més;Si;12;524;59;2;0;34;0;1;7;5;8;5;351;37;0;0
CATALUNYA;GLOBAL;2021-08-08;Altres;N/A;--;52;484;1;26;13;395;131;0;17;35;14;1;474;1;6;2
CATALUNYA;GLOBAL;2021-08-08;Dona;0 a 9;No;39;72;160;1;0;2;0;0;15;24;11;21;63;150;0;0
CATALUNYA;GLOBAL;2021-08-08;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-08-08;Dona;10 a 19;No;96;159;376;2;0;5;0;0;24;72;22;66;131;337;2114;587
CATALUNYA;GLOBAL;2021-08-08;Dona;10 a 19;Si;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-08-08;Dona;20 a 29;No;75;318;358;7;2;27;8;0;21;54;18;57;253;304;765;1980
CATALUNYA;GLOBAL;2021-08-08;Dona;20 a 29;Si;1;2;5;0;0;0;0;0;0;1;0;1;1;4;0;0
CATALUNYA;GLOBAL;2021-08-08;Dona;30 a 39;No;98;372;311;9;2;57;14;0;33;65;31;58;300;277;687;452
CATALUNYA;GLOBAL;2021-08-08;Dona;30 a 39;Si;0;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0
CATALUNYA;GLOBAL;2021-08-08;Dona;40 a 49;No;73;327;316;5;0;61;15;0;19;54;22;45;271;273;214;20
CATALUNYA;GLOBAL;2021-08-08;Dona;40 a 49;Si;0;1;12;1;0;3;0;0;0;0;0;0;1;7;0;0
CATALUNYA;GLOBAL;2021-08-08;Dona;50 a 59;No;48;304;340;8;0;74;23;0;14;34;18;31;247;295;96;9
CATALUNYA;GLOBAL;2021-08-08;Dona;50 a 59;Si;0;2;6;0;0;4;1;0;0;0;0;0;2;3;0;0
CATALUNYA;GLOBAL;2021-08-08;Dona;60 a 69;No;33;159;264;6;3;121;39;0;9;24;10;22;137;238;49;13
CATALUNYA;GLOBAL;2021-08-08;Dona;60 a 69;Si;1;15;5;0;0;4;0;0;1;0;1;0;10;2;0;0
CATALUNYA;GLOBAL;2021-08-08;Dona;70 a 79;No;27;148;111;9;0;96;17;1;8;19;10;15;129;102;2;1
CATALUNYA;GLOBAL;2021-08-08;Dona;70 a 79;Si;1;37;6;0;0;9;0;0;0;1;0;1;23;4;0;0
CATALUNYA;GLOBAL;2021-08-08;Dona;80 o més;No;17;222;82;14;0;127;2;7;8;9;11;7;192;72;1;0
CATALUNYA;GLOBAL;2021-08-08;Dona;80 o més;Si;5;232;39;4;0;37;0;3;4;1;3;1;151;26;0;0
CATALUNYA;GLOBAL;2021-08-08;Home;0 a 9;No;47;96;167;2;0;0;0;0;21;26;18;25;83;160;0;0
CATALUNYA;GLOBAL;2021-08-08;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-08-08;Home;10 a 19;No;76;137;293;2;0;7;0;0;18;58;17;57;113;258;2197;477
CATALUNYA;GLOBAL;2021-08-08;Home;10 a 19;Si;0;2;6;0;0;0;0;0;0;0;0;0;0;6;1;0
CATALUNYA;GLOBAL;2021-08-08;Home;20 a 29;No;87;224;307;1;2;33;8;0;26;61;26;56;180;266;1032;1708
CATALUNYA;GLOBAL;2021-08-08;Home;20 a 29;Si;0;1;11;0;0;1;0;0;0;0;0;0;1;7;0;0
CATALUNYA;GLOBAL;2021-08-08;Home;30 a 39;No;86;193;253;8;0;64;21;0;29;57;19;53;162;218;841;511
CATALUNYA;GLOBAL;2021-08-08;Home;30 a 39;Si;0;1;8;0;0;0;0;0;0;0;0;0;1;4;0;0
CATALUNYA;GLOBAL;2021-08-08;Home;40 a 49;No;67;243;263;12;2;121;50;0;15;52;20;49;200;240;340;28
CATALUNYA;GLOBAL;2021-08-08;Home;40 a 49;Si;1;3;9;0;0;0;0;0;1;0;1;1;2;8;1;0
CATALUNYA;GLOBAL;2021-08-08;Home;50 a 59;No;35;236;277;10;4;134;52;0;8;27;9;22;200;252;122;6
CATALUNYA;GLOBAL;2021-08-08;Home;50 a 59;Si;0;11;11;1;0;4;0;0;0;0;0;0;7;4;0;0
CATALUNYA;GLOBAL;2021-08-08;Home;60 a 69;No;32;227;196;12;3;216;84;1;17;15;18;13;187;181;40;12
CATALUNYA;GLOBAL;2021-08-08;Home;60 a 69;Si;0;17;8;0;0;5;1;0;0;0;0;0;8;7;0;0
CATALUNYA;GLOBAL;2021-08-08;Home;70 a 79;No;20;167;87;9;0;157;41;2;4;16;7;16;147;80;2;1
CATALUNYA;GLOBAL;2021-08-08;Home;70 a 79;Si;1;37;10;2;0;16;1;0;0;1;0;1;17;8;0;0
CATALUNYA;GLOBAL;2021-08-08;Home;80 o més;No;16;168;70;8;1;163;6;3;9;7;11;7;153;68;0;0
CATALUNYA;GLOBAL;2021-08-08;Home;80 o més;Si;4;96;23;4;0;33;0;3;0;4;0;4;62;15;0;0
CATALUNYA;GLOBAL;2021-08-07;Altres;N/A;--;80;1645;2;26;5;385;132;0;57;23;53;1;1635;2;24;14
CATALUNYA;GLOBAL;2021-08-07;Dona;0 a 9;No;53;148;249;0;0;2;0;0;29;24;24;24;135;236;0;0
CATALUNYA;GLOBAL;2021-08-07;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-08-07;Dona;10 a 19;No;105;256;722;2;0;3;0;0;33;72;31;73;208;661;2922;143
CATALUNYA;GLOBAL;2021-08-07;Dona;10 a 19;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
CATALUNYA;GLOBAL;2021-08-07;Dona;20 a 29;No;87;622;604;7;1;24;6;0;21;66;27;64;456;497;1694;296
CATALUNYA;GLOBAL;2021-08-07;Dona;20 a 29;Si;0;4;1;0;0;0;0;0;0;0;0;0;4;1;1;0
CATALUNYA;GLOBAL;2021-08-07;Dona;30 a 39;No;124;732;476;10;1;61;13;0;36;88;45;89;584;421;1478;480
CATALUNYA;GLOBAL;2021-08-07;Dona;30 a 39;Si;0;3;1;0;0;0;0;0;0;0;0;0;1;1;0;0
CATALUNYA;GLOBAL;2021-08-07;Dona;40 a 49;No;100;714;449;12;3;60;16;0;25;75;18;68;550;392;471;70
CATALUNYA;GLOBAL;2021-08-07;Dona;40 a 49;Si;2;5;5;0;0;2;0;0;2;0;2;0;4;4;0;0
CATALUNYA;GLOBAL;2021-08-07;Dona;50 a 59;No;60;602;464;3;1;70;22;0;15;45;17;40;480;414;189;28
CATALUNYA;GLOBAL;2021-08-07;Dona;50 a 59;Si;1;5;5;0;0;4;1;0;0;1;0;1;3;5;0;0
CATALUNYA;GLOBAL;2021-08-07;Dona;60 a 69;No;53;330;353;11;0;117;37;0;22;31;22;36;272;326;89;76
CATALUNYA;GLOBAL;2021-08-07;Dona;60 a 69;Si;0;23;6;0;0;4;0;1;0;0;0;0;19;6;0;0
CATALUNYA;GLOBAL;2021-08-07;Dona;70 a 79;No;27;209;164;4;0;93;16;4;13;14;15;15;185;157;7;9
CATALUNYA;GLOBAL;2021-08-07;Dona;70 a 79;Si;1;77;20;1;0;9;0;0;1;0;1;0;50;13;0;0
CATALUNYA;GLOBAL;2021-08-07;Dona;80 o més;No;28;329;111;11;0;125;2;3;6;22;11;20;294;107;1;1
CATALUNYA;GLOBAL;2021-08-07;Dona;80 o més;Si;14;511;99;2;0;37;0;3;10;4;7;4;328;74;0;0
CATALUNYA;GLOBAL;2021-08-07;Home;0 a 9;No;47;140;282;1;0;0;0;0;10;37;11;37;125;266;0;0
CATALUNYA;GLOBAL;2021-08-07;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-08-07;Home;10 a 19;No;100;283;628;2;0;6;0;0;27;73;26;68;230;563;3191;120
CATALUNYA;GLOBAL;2021-08-07;Home;10 a 19;Si;0;1;2;0;0;0;0;0;0;0;0;0;1;2;2;0
CATALUNYA;GLOBAL;2021-08-07;Home;20 a 29;No;81;402;537;5;1;34;8;0;26;55;24;56;318;465;2242;293
CATALUNYA;GLOBAL;2021-08-07;Home;20 a 29;Si;0;1;0;0;0;1;0;0;0;0;0;0;1;0;3;0
CATALUNYA;GLOBAL;2021-08-07;Home;30 a 39;No;81;390;384;12;3;65;22;1;17;64;21;58;322;344;1762;530
CATALUNYA;GLOBAL;2021-08-07;Home;30 a 39;Si;0;1;9;0;0;0;0;0;0;0;0;0;1;7;0;0
CATALUNYA;GLOBAL;2021-08-07;Home;40 a 49;No;90;483;350;11;3;120;48;0;29;61;33;56;399;318;598;68
CATALUNYA;GLOBAL;2021-08-07;Home;40 a 49;Si;1;1;8;0;0;0;0;0;0;1;0;0;1;7;0;0
CATALUNYA;GLOBAL;2021-08-07;Home;50 a 59;No;59;413;336;13;3;132;52;1;22;37;25;37;335;309;232;26
CATALUNYA;GLOBAL;2021-08-07;Home;50 a 59;Si;0;16;13;0;0;4;0;0;0;0;0;0;11;8;0;0
CATALUNYA;GLOBAL;2021-08-07;Home;60 a 69;No;41;308;270;11;4;211;89;0;16;25;13;25;265;251;78;72
CATALUNYA;GLOBAL;2021-08-07;Home;60 a 69;Si;0;14;6;0;0;5;1;0;0;0;0;0;11;2;0;0
CATALUNYA;GLOBAL;2021-08-07;Home;70 a 79;No;24;206;136;17;2;156;42;4;14;10;16;10;179;128;13;2
CATALUNYA;GLOBAL;2021-08-07;Home;70 a 79;Si;2;32;8;0;0;15;1;0;2;0;2;0;26;5;0;0
CATALUNYA;GLOBAL;2021-08-07;Home;80 o més;No;13;222;93;13;0;162;5;11;2;11;2;11;202;84;0;0
CATALUNYA;GLOBAL;2021-08-07;Home;80 o més;Si;4;135;29;2;0;32;0;5;2;2;2;2;94;18;0;0
CATALUNYA;GLOBAL;2021-08-06;Altres;N/A;--;130;2257;13;35;87;385;127;0;90;40;84;4;2236;12;329;163
CATALUNYA;GLOBAL;2021-08-06;Dona;0 a 9;No;121;295;461;2;0;1;0;0;56;65;59;67;272;442;0;0
CATALUNYA;GLOBAL;2021-08-06;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-08-06;Dona;10 a 19;No;209;731;1313;3;0;3;0;0;95;114;102;117;599;1138;6443;2942
CATALUNYA;GLOBAL;2021-08-06;Dona;10 a 19;Si;0;11;1;0;0;0;0;0;0;0;0;0;1;1;9;0
CATALUNYA;GLOBAL;2021-08-06;Dona;20 a 29;No;183;1774;1243;11;0;25;5;0;56;127;61;130;1288;1006;3080;6921
CATALUNYA;GLOBAL;2021-08-06;Dona;20 a 29;Si;1;18;5;0;0;0;0;0;1;0;1;0;10;5;1;1
CATALUNYA;GLOBAL;2021-08-06;Dona;30 a 39;No;198;1802;1016;8;1;63;13;0;72;126;73;134;1351;868;2836;2323
CATALUNYA;GLOBAL;2021-08-06;Dona;30 a 39;Si;1;17;6;0;0;0;0;0;1;0;1;0;11;6;1;2
CATALUNYA;GLOBAL;2021-08-06;Dona;40 a 49;No;175;2053;916;6;0;54;16;1;74;101;84;107;1532;774;1055;600
CATALUNYA;GLOBAL;2021-08-06;Dona;40 a 49;Si;1;64;5;0;0;2;0;0;1;0;1;0;37;5;1;2
CATALUNYA;GLOBAL;2021-08-06;Dona;50 a 59;No;96;1966;903;8;2;70;23;0;36;60;47;61;1494;753;424;238
CATALUNYA;GLOBAL;2021-08-06;Dona;50 a 59;Si;2;77;13;0;0;4;1;0;2;0;2;0;54;9;0;0
CATALUNYA;GLOBAL;2021-08-06;Dona;60 a 69;No;112;941;726;10;3;117;38;0;40;72;53;73;763;654;262;518
CATALUNYA;GLOBAL;2021-08-06;Dona;60 a 69;Si;1;101;14;1;0;4;0;0;1;0;1;0;63;12;1;1
CATALUNYA;GLOBAL;2021-08-06;Dona;70 a 79;No;51;482;337;10;1;91;17;1;25;26;28;30;413;309;61;44
CATALUNYA;GLOBAL;2021-08-06;Dona;70 a 79;Si;6;278;38;0;0;7;0;1;6;0;7;0;167;26;6;3
CATALUNYA;GLOBAL;2021-08-06;Dona;80 o més;No;47;616;214;13;0;127;2;4;29;18;24;18;534;194;45;33
CATALUNYA;GLOBAL;2021-08-06;Dona;80 o més;Si;46;1769;301;5;0;35;0;11;39;7;45;7;1091;189;7;1
CATALUNYA;GLOBAL;2021-08-06;Home;0 a 9;No;81;314;485;0;0;0;0;0;36;45;51;43;290;456;1;0
CATALUNYA;GLOBAL;2021-08-06;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-08-06;Home;10 a 19;No;200;578;1237;1;0;4;0;0;67;133;77;138;494;1113;7264;2609
CATALUNYA;GLOBAL;2021-08-06;Home;10 a 19;Si;2;5;4;0;0;0;0;0;2;0;2;0;4;3;15;15
CATALUNYA;GLOBAL;2021-08-06;Home;20 a 29;No;169;982;876;2;3;31;8;0;65;104;69;107;757;727;3900;7446
CATALUNYA;GLOBAL;2021-08-06;Home;20 a 29;Si;2;20;5;1;0;0;0;0;1;1;2;1;12;5;1;2
CATALUNYA;GLOBAL;2021-08-06;Home;30 a 39;No;178;933;718;6;3;62;20;0;68;110;68;108;758;633;3007;2541
CATALUNYA;GLOBAL;2021-08-06;Home;30 a 39;Si;1;31;5;0;0;0;0;0;1;0;1;0;18;4;2;1
CATALUNYA;GLOBAL;2021-08-06;Home;40 a 49;No;171;1128;671;16;4;116;46;0;71;100;86;103;925;602;1315;557
CATALUNYA;GLOBAL;2021-08-06;Home;40 a 49;Si;2;61;14;0;0;0;0;0;2;0;2;0;38;10;0;2
CATALUNYA;GLOBAL;2021-08-06;Home;50 a 59;No;94;912;595;11;4;122;52;0;36;58;52;62;738;523;539;220
CATALUNYA;GLOBAL;2021-08-06;Home;50 a 59;Si;3;96;9;0;0;4;0;0;3;0;2;0;58;7;0;1
CATALUNYA;GLOBAL;2021-08-06;Home;60 a 69;No;75;635;458;11;2;209;88;4;22;53;37;55;515;420;267;479
CATALUNYA;GLOBAL;2021-08-06;Home;60 a 69;Si;4;112;14;1;0;5;1;0;3;1;4;1;74;11;0;1
CATALUNYA;GLOBAL;2021-08-06;Home;70 a 79;No;66;557;234;27;4;157;44;2;27;39;33;39;471;218;43;39
CATALUNYA;GLOBAL;2021-08-06;Home;70 a 79;Si;4;194;31;0;0;16;1;0;4;0;5;0;120;23;0;1
CATALUNYA;GLOBAL;2021-08-06;Home;80 o més;No;39;432;141;15;0;160;6;8;19;20;21;20;371;134;18;12
CATALUNYA;GLOBAL;2021-08-06;Home;80 o més;Si;14;551;67;1;0;30;0;1;12;2;16;2;343;45;0;3
CATALUNYA;GLOBAL;2021-08-05;Altres;N/A;--;128;1711;10;39;4;144;41;0;76;52;67;1;1685;10;313;142
CATALUNYA;GLOBAL;2021-08-05;Dona;0 a 9;No;107;251;471;2;0;4;0;0;43;64;52;65;225;446;0;0
CATALUNYA;GLOBAL;2021-08-05;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-08-05;Dona;10 a 19;No;221;699;970;1;0;3;0;0;71;150;70;163;569;867;9774;1884
CATALUNYA;GLOBAL;2021-08-05;Dona;10 a 19;Si;0;1;3;0;0;0;0;0;0;0;0;0;0;2;10;0
CATALUNYA;GLOBAL;2021-08-05;Dona;20 a 29;No;200;2325;1018;10;1;37;9;0;75;125;89;128;1687;859;3763;5166
CATALUNYA;GLOBAL;2021-08-05;Dona;20 a 29;Si;0;15;1;0;0;0;0;0;0;0;0;0;10;0;3;2
CATALUNYA;GLOBAL;2021-08-05;Dona;30 a 39;No;219;2439;880;10;1;94;17;0;74;145;91;132;1822;767;3534;2492
CATALUNYA;GLOBAL;2021-08-05;Dona;30 a 39;Si;0;19;6;0;0;0;0;0;0;0;0;0;13;5;1;0
CATALUNYA;GLOBAL;2021-08-05;Dona;40 a 49;No;158;3080;830;9;3;80;25;0;66;92;91;93;2250;736;1511;524
CATALUNYA;GLOBAL;2021-08-05;Dona;40 a 49;Si;0;39;8;0;0;2;0;0;0;0;0;0;31;5;0;1
CATALUNYA;GLOBAL;2021-08-05;Dona;50 a 59;No;107;2978;845;10;4;95;31;1;50;57;51;65;2200;753;604;216
CATALUNYA;GLOBAL;2021-08-05;Dona;50 a 59;Si;0;59;9;0;0;4;1;0;0;0;0;0;39;4;2;0
CATALUNYA;GLOBAL;2021-08-05;Dona;60 a 69;No;81;1230;627;11;2;154;42;2;32;49;36;52;976;576;372;506
CATALUNYA;GLOBAL;2021-08-05;Dona;60 a 69;Si;0;64;11;0;0;3;0;0;0;0;0;0;41;6;1;0
CATALUNYA;GLOBAL;2021-08-05;Dona;70 a 79;No;56;397;376;9;0;100;18;2;17;39;23;38;342;342;76;24
CATALUNYA;GLOBAL;2021-08-05;Dona;70 a 79;Si;8;229;23;0;0;8;0;0;7;1;5;1;142;16;3;1
CATALUNYA;GLOBAL;2021-08-05;Dona;80 o més;No;59;643;245;15;1;153;4;7;29;30;40;29;571;230;37;30
CATALUNYA;GLOBAL;2021-08-05;Dona;80 o més;Si;21;1501;108;6;0;38;0;2;16;5;16;4;939;76;4;1
CATALUNYA;GLOBAL;2021-08-05;Home;0 a 9;No;115;320;461;1;0;3;1;0;55;60;55;55;278;436;0;0
CATALUNYA;GLOBAL;2021-08-05;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-08-05;Home;10 a 19;No;217;557;903;0;0;8;0;0;78;139;82;146;476;802;10936;1715
CATALUNYA;GLOBAL;2021-08-05;Home;10 a 19;Si;0;4;6;0;0;0;0;0;0;0;0;0;4;6;13;2
CATALUNYA;GLOBAL;2021-08-05;Home;20 a 29;No;219;1107;851;6;1;42;7;0;72;147;80;145;870;731;4826;5566
CATALUNYA;GLOBAL;2021-08-05;Home;20 a 29;Si;1;21;9;0;0;0;0;0;0;1;0;1;18;9;2;3
CATALUNYA;GLOBAL;2021-08-05;Home;30 a 39;No;155;994;686;10;4;92;23;0;44;111;48;115;816;622;3644;2865
CATALUNYA;GLOBAL;2021-08-05;Home;30 a 39;Si;1;13;6;0;0;0;0;0;1;0;1;0;12;4;3;1
CATALUNYA;GLOBAL;2021-08-05;Home;40 a 49;No;154;1059;683;15;4;146;55;0;50;104;58;109;850;617;1670;583
CATALUNYA;GLOBAL;2021-08-05;Home;40 a 49;Si;1;34;16;0;0;1;0;0;0;1;0;1;21;13;2;0
CATALUNYA;GLOBAL;2021-08-05;Home;50 a 59;No;98;941;561;18;4;156;62;0;48;50;43;53;760;508;738;213
CATALUNYA;GLOBAL;2021-08-05;Home;50 a 59;Si;0;67;12;0;0;4;1;0;0;0;0;0;52;10;2;1
CATALUNYA;GLOBAL;2021-08-05;Home;60 a 69;No;79;605;499;16;4;257;108;1;36;43;51;48;489;457;304;408
CATALUNYA;GLOBAL;2021-08-05;Home;60 a 69;Si;4;102;14;0;0;7;2;0;3;1;4;1;57;8;1;1
CATALUNYA;GLOBAL;2021-08-05;Home;70 a 79;No;49;405;231;13;5;173;53;1;18;31;24;34;336;215;55;25
CATALUNYA;GLOBAL;2021-08-05;Home;70 a 79;Si;3;168;12;0;0;19;1;0;3;0;2;0;109;8;0;0
CATALUNYA;GLOBAL;2021-08-05;Home;80 o més;No;42;390;168;24;1;179;8;4;26;16;25;17;345;151;16;11
CATALUNYA;GLOBAL;2021-08-05;Home;80 o més;Si;5;433;48;2;0;34;0;3;4;1;2;1;301;35;2;2
CATALUNYA;GLOBAL;2021-08-04;Altres;N/A;--;152;1678;8;42;6;146;43;1;79;73;69;3;1657;8;283;134
CATALUNYA;GLOBAL;2021-08-04;Dona;0 a 9;No;109;276;464;1;0;3;0;0;45;64;43;66;255;446;0;0
CATALUNYA;GLOBAL;2021-08-04;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-08-04;Dona;10 a 19;No;212;765;965;0;0;3;0;0;67;145;77;138;638;844;9921;1466
CATALUNYA;GLOBAL;2021-08-04;Dona;10 a 19;Si;0;2;1;0;0;0;0;0;0;0;0;0;0;1;5;1
CATALUNYA;GLOBAL;2021-08-04;Dona;20 a 29;No;253;2945;1087;9;1;35;8;0;88;165;98;161;2212;919;5768;2864
CATALUNYA;GLOBAL;2021-08-04;Dona;20 a 29;Si;0;13;5;0;0;0;0;0;0;0;0;0;12;4;1;0
CATALUNYA;GLOBAL;2021-08-04;Dona;30 a 39;No;247;3002;988;15;1;95;17;0;76;171;74;180;2221;879;4768;1491
CATALUNYA;GLOBAL;2021-08-04;Dona;30 a 39;Si;0;28;1;0;0;0;0;0;0;0;0;0;12;1;3;1
CATALUNYA;GLOBAL;2021-08-04;Dona;40 a 49;No;191;3938;911;13;4;87;23;0;86;105;114;110;2901;796;1733;445
CATALUNYA;GLOBAL;2021-08-04;Dona;40 a 49;Si;1;43;8;0;0;2;0;0;1;0;1;0;28;3;0;0
CATALUNYA;GLOBAL;2021-08-04;Dona;50 a 59;No;122;3805;886;12;2;99;28;1;49;73;60;75;2807;787;770;151
CATALUNYA;GLOBAL;2021-08-04;Dona;50 a 59;Si;4;107;15;0;0;4;1;0;4;0;4;0;75;10;1;0
CATALUNYA;GLOBAL;2021-08-04;Dona;60 a 69;No;102;1498;685;22;7;149;46;1;35;67;40;61;1168;610;412;310
CATALUNYA;GLOBAL;2021-08-04;Dona;60 a 69;Si;1;105;6;0;0;3;0;0;1;0;1;0;81;2;0;1
CATALUNYA;GLOBAL;2021-08-04;Dona;70 a 79;No;55;498;341;13;2;104;19;0;20;35;24;36;433;322;76;37
CATALUNYA;GLOBAL;2021-08-04;Dona;70 a 79;Si;6;272;18;2;0;8;0;0;5;1;6;1;189;15;3;1
CATALUNYA;GLOBAL;2021-08-04;Dona;80 o més;No;53;649;218;18;0;159;4;8;28;25;31;25;561;204;27;22
CATALUNYA;GLOBAL;2021-08-04;Dona;80 o més;Si;37;1600;95;6;0;43;0;3;33;4;38;4;1079;66;5;8
CATALUNYA;GLOBAL;2021-08-04;Home;0 a 9;No;118;299;457;0;0;3;1;0;56;62;55;66;270;438;1;0
CATALUNYA;GLOBAL;2021-08-04;Home;0 a 9;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-08-04;Home;10 a 19;No;227;648;789;0;0;7;0;0;80;147;88;140;533;707;11414;1434
CATALUNYA;GLOBAL;2021-08-04;Home;10 a 19;Si;2;4;5;0;0;0;0;0;0;2;0;2;2;5;6;16
CATALUNYA;GLOBAL;2021-08-04;Home;20 a 29;No;202;1121;795;15;0;49;6;0;64;138;79;145;881;702;7063;2880
CATALUNYA;GLOBAL;2021-08-04;Home;20 a 29;Si;0;15;9;0;0;0;0;0;0;0;0;0;9;7;5;0
CATALUNYA;GLOBAL;2021-08-04;Home;30 a 39;No;197;1098;725;9;4;95;23;0;58;139;81;145;855;645;5099;1586
CATALUNYA;GLOBAL;2021-08-04;Home;30 a 39;Si;0;21;11;0;0;0;0;0;0;0;0;0;15;4;2;1
CATALUNYA;GLOBAL;2021-08-04;Home;40 a 49;No;159;1217;670;15;6;144;57;0;57;102;56;104;969;602;2009;429
CATALUNYA;GLOBAL;2021-08-04;Home;40 a 49;Si;2;48;9;0;0;1;0;0;2;0;2;0;33;6;1;1
CATALUNYA;GLOBAL;2021-08-04;Home;50 a 59;No;97;1058;601;12;5;158;64;2;38;59;48;54;839;545;897;154
CATALUNYA;GLOBAL;2021-08-04;Home;50 a 59;Si;1;94;15;0;0;6;2;0;1;0;1;0;66;7;2;1
CATALUNYA;GLOBAL;2021-08-04;Home;60 a 69;No;74;767;461;23;10;263;115;3;39;35;42;37;631;423;391;287
CATALUNYA;GLOBAL;2021-08-04;Home;60 a 69;Si;6;117;19;0;0;8;2;0;5;1;6;1;77;12;3;0
CATALUNYA;GLOBAL;2021-08-04;Home;70 a 79;No;54;522;241;11;7;182;50;4;22;32;22;29;448;220;57;39
CATALUNYA;GLOBAL;2021-08-04;Home;70 a 79;Si;1;165;15;4;0;19;1;1;0;1;0;1;102;11;0;0
CATALUNYA;GLOBAL;2021-08-04;Home;80 o més;No;56;456;160;27;1;178;8;9;26;30;28;31;379;150;18;10
CATALUNYA;GLOBAL;2021-08-04;Home;80 o més;Si;11;459;35;5;0;37;0;0;9;2;11;2;300;28;1;2
CATALUNYA;GLOBAL;2021-08-03;Altres;N/A;--;163;1943;24;49;7;146;40;1;97;66;88;5;1924;21;210;97
CATALUNYA;GLOBAL;2021-08-03;Dona;0 a 9;No;105;322;471;1;0;2;0;0;49;56;50;51;297;446;0;0
CATALUNYA;GLOBAL;2021-08-03;Dona;0 a 9;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-08-03;Dona;10 a 19;No;264;865;1010;0;0;3;0;0;104;160;116;160;718;900;5570;1393
CATALUNYA;GLOBAL;2021-08-03;Dona;10 a 19;Si;0;13;0;0;0;0;0;0;0;0;0;0;3;0;7;0
CATALUNYA;GLOBAL;2021-08-03;Dona;20 a 29;No;298;2257;1143;10;2;38;9;0;107;191;129;187;1715;982;7326;2385
